╔══════════════════════════════════════════════════════════╗
║               HADES V19 — DB EXPORT                    ║
    1924  11685635     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 20:04:48.621171
    1925  11687178     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 20:05:20.477590
    1926  11688768     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-03 20:05:54.788743
    1927  11691051     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 20:06:27.608780
    1928  11693401     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-03 20:06:57.286758
    1929  11713779     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-03 20:11:16.248706
    1930  11717428     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 20:11:48.321352
    1931  11739036     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 20:15:00.830263
    1932  11747326     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-03 20:16:38.342782
    1933  11751705     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 20:17:42.457534
    1934  11769544     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 20:21:27.262521
    1935  11780085     ♦️    NULL  NULL  تعادل ⚪        NULL            2026-03-03 20:23:37.018856
    1936  11782847     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 20:24:08.871370
    1937  11851960     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-03 20:40:47.285950
    1938  11853586     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-03 20:41:18.238358
    1939  11927186     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:01:11.606649
    1940  9543803      ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:01:45.273078
    1941  9548602      ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:02:47.017127
    1942  9556657      ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:04:29.126833
    1943  9559660      ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:04:56.678107
    1944  9561727      ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:05:30.015786
    1945  9568015      ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:07:06.778643
    1946  9570524      ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:07:36.927008
    1947  9580328      ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:10:50.226071
    1948  9582010      ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:11:20.325559
    1949  9583623      ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:11:52.954374
    1950  9585533      ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:12:24.716373
    1951  9587295      ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:12:59.855392
    1952  9589376      ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:13:30.241181
    1953  9591056      ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:14:01.143899
    1954  9592561      ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:14:33.596538
    1955  9593970      ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:15:12.219800
    1956  9596567      ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:16:22.315873
    1957  9597618      ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:16:48.441520
    1958  9598731      ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:17:14.813906
    1959  9599741      ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:17:48.804983
    1961  9601584      ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:18:53.501729
    1962  9604556      ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:19:58.278622
    1963  9605901      ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:20:30.899025
    1964  9607527      ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:21:00.819406
    1965  9609604      ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:21:35.319644
    1966  9611873      ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:22:05.627244
    1967  9614334      ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-03 21:22:40.768421
    1968  9616700      ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:23:10.492579
    1969  9619375      ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:23:43.092460
    1970  9622096      ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 21:24:16.857824
    1971  9758019      ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-03 22:00:13.459725
    1972  9759656      ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-03 22:00:49.464345
    1973  9761133      ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 22:01:19.305876
    1974  9762593      ♦️    NULL  NULL  تعادل ⚪        NULL            2026-03-03 22:01:54.846763
    1975  9974989      ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-03 22:52:32.593808
    1976  9977922      ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 22:52:52.501311
    1977  9981073      ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 22:53:25.503406
    1979  9987478      ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 22:54:33.582757
    1980  9990940      ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 22:55:03.533188
    1981  10030393     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:00:27.960413
    1982  10034256     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:00:59.321296
    1983  10038019     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:01:29.244164
    1984  10041988     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:02:02.607229
    1985  10045391     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:02:39.425890
    1986  10049265     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:03:05.858523
    1987  10129133     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:18:13.391731
    1988  10131573     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:18:45.134498
    1989  10133515     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:19:16.486365
    1991  10137701     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:20:22.176593
    1992  10145035     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:22:01.771192
    1993  10147144     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:22:29.526245
    1994  10149859     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:23:01.309005
    1995  10151726     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:23:35.991977
    1996  10153132     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:24:13.920337
    1998  10156463     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:25:11.372291
    1999  10158560     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:25:49.460391
    2000  10160242     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:26:14.700501
    2001  10162716     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:26:48.907339
    2002  10164786     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:27:20.050588
    2003  10167106     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:27:53.695305
    2004  10169485     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:28:25.805325
    2005  10172196     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:29:03.130443
    2006  10174870     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:29:35.416888
    2007  10177100     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:30:04.097590
    2008  10178934     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:30:33.703517
    2009  10181195     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:31:05.449174
    2010  10183355     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:31:39.888223
    2011  10185916     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:32:10.344093
    2013  10187988     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:32:42.137992
    2014  10198570     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:33:16.655080
    2015  10195312     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-03 23:34:37.289085
    2016  10197027     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:35:26.742373
    2017  10200054     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-03 23:35:55.322996
    2018  9635491      ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 01:43:48.009631
    2019  9637841      ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 01:44:19.368493
    2021  9645367      ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 01:46:02.685935
    2022  9647241      ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-04 01:46:29.509483
    2023  9649120      ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 01:47:00.333190
    2024  9650641      ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 01:47:33.549899
    2025  9652689      ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 01:48:06.453216
    2026  9656330      ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 01:49:08.246227
    2027  9658640      ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 01:49:43.100208
    2028  9660668      ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-04 01:50:14.153727
    2029  9663304      ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-04 01:50:48.182564
    2030  9813624      ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 04:47:21.144524
    2031  9815410      ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 04:47:52.127816
    2032  9817404      ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-04 04:48:23.676520
    2033  10012953     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-04 05:48:25.763996
    2034  10014463     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 05:48:56.904327
    2035  10016305     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-04 05:49:32.196578
    2036  10017961     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 05:50:01.353675
    2037  10019879     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-04 05:50:34.766382
    2038  10022297     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 05:51:05.157091
    2039  10024231     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 05:51:44.319054
    2040  10025811     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-04 05:52:11.145943
    2041  10027658     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-04 05:52:41.441712
    2042  10029479     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 05:53:17.502980
    2043  10030996     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-04 05:53:48.548080
    2044  10063377     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:06:07.803688
    2045  10064552     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:06:38.438702
    2046  10065657     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:07:10.750986
    2047  10066437     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:07:43.333366
    2048  10066853     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:08:13.202246
    2049  10067709     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:08:46.209315
    2050  10068370     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:09:17.924640
    2051  10069472     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:09:51.874590
    2052  10070456     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:10:21.652640
    2053  10071474     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:10:54.546950
    2054  10072773     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:11:28.084557
    2055  10074266     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:11:59.923417
    2056  10075756     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:12:29.896715
    2057  10076718     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:13:03.410549
    2058  10077699     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:13:35.645320
    2059  10079051     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:14:09.115651
    2060  10080367     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:14:39.100696
    2061  10081985     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:15:11.847209
    2062  10083342     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:15:44.606688
    2063  10084451     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:16:18.241193
    2064  10085568     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:16:49.411428
    2065  10086479     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:17:21.140249
    2066  10087452     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:17:53.731231
    2067  10151634     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:42:28.775471
    2068  10153528     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:43:01.183592
    2069  10182577     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:53:11.462596
    2070  10184427     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:53:43.654285
    2071  10186116     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:54:30.462827
    2072  10187587     ♠️    NULL  NULL  تعادل ⚪        NULL            2026-03-04 06:55:03.352059
    2073  10189084     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 06:55:27.052872
    2074  10190566     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:55:55.121614
    2075  10192228     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-04 06:56:28.771203
    2076  10549754     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-04 10:57:42.236220
    2077  10555786     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-04 11:00:57.320829
    2078  10556836     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:01:24.682053
    2079  10557691     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-04 11:02:01.397586
    2080  10558579     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 11:02:28.271286
    2081  10559335     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-04 11:03:01.101934
    2082  10560270     ♥️    NULL  NULL  الثور 🔵        NULL            2026-03-04 11:03:32.171609
    2083  10560981     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:04:04.917737
    2084  10561721     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:04:36.233503
    2085  10562485     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 11:05:11.725996
    2086  10562988     ♣️    NULL  NULL  الثور 🔵        NULL            2026-03-04 11:05:41.398165
    2087  10563667     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:06:12.473019
    2088  10564399     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:06:46.247002
    2089  10565198     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:07:17.264149
    2090  10566177     ♦️    NULL  NULL  الثور 🔵        NULL            2026-03-04 11:07:52.358592
    2091  567175       ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:08:21.080970
    2092  10568099     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:09:02.390226
    2093  10568967     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 11:09:26.049255
    2094  10569615     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 11:09:57.874444
    2095  10570337     ♦️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:10:30.172061
    2096  10571207     ♠️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:11:02.407929
    2097  10572068     ♠️    NULL  NULL  الثور 🔵        NULL            2026-03-04 11:11:34.239506
    2098  10572862     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:12:06.511296
    2099  10573965     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:12:40.478187
    2100  10574686     ♣️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:13:12.421501
    2101  10575304     ♥️    NULL  NULL  الراعي 🔴       NULL            2026-03-04 11:13:50.473024
    2102  10670256     ♠️    3       6  الراعي 🔴       NULL            2026-03-04 12:22:10.675507
    2103  10670541     ♥️    9       1  الراعي 🔴       NULL            2026-03-04 12:23:07.567077
    2104  10671129     ♥️    J       9  الراعي 🔴       NULL            2026-03-04 12:23:45.110264
    2105  10671617     ♥️    4       7  الثور 🔵        NULL            2026-03-04 12:24:19.189039
    2106  10672184     ♠️    A       4  الثور 🔵        NULL            2026-03-04 12:24:51.473256
    2107  10672703     ♠️    A       3  الراعي 🔴       NULL            2026-03-04 12:25:21.233054
    2108  10673483     ♥️    J       3  الراعي 🔴       NULL            2026-03-04 12:26:27.860847
    2109  10674310     ♦️    6       0  الثور 🔵        NULL            2026-03-04 12:27:33.185255
    2110  10692105     ♠️    Q       5  الثور 🔵        NULL            2026-03-04 12:42:33.246808
    2111  10796449     ♥️    J       9  الثور 🔵        NULL            2026-03-04 13:55:15.965074
    2112  10798177     ♣️    3       7  الراعي 🔴       NULL            2026-03-04 13:55:46.016164
    2113  10842688     ♦️    Q       8  الثور 🔵        NULL            2026-03-04 14:20:25.554484
    2114  10860845     ♠️    3       5  الثور 🔵        NULL            2026-03-04 14:30:31.920618
    2115  10842627     ♦️    8       7  الثور 🔵        NULL            2026-03-04 18:36:56.931572
    2116  10912797     ♠️    6       7  الراعي 🔴       NULL            2026-03-04 18:56:47.426709
    2117  10916448     ♦️    Q       8  الراعي 🔴       NULL            2026-03-04 18:57:14.091888
    2118  10984632     ♥️    9       2  تعادل ⚪        NULL            2026-03-04 19:10:09.088386
    2119  10986699     ♥️    9       9  الراعي 🔴       NULL            2026-03-04 19:10:41.157057
    2120  10988559     ♣️    10      9  الثور 🔵        NULL            2026-03-04 19:11:17.528839
    2121  11055196     ♣️    2       6  الثور 🔵        NULL            2026-03-04 19:27:51.642369
    2122  11056654     ♣️    3       4  الثور 🔵        NULL            2026-03-04 19:28:24.610579
    2123  11058987     ♠️    5       7  الثور 🔵        NULL            2026-03-04 19:29:29.600921
    2124  11061431     ♠️    J       1  الثور 🔵        NULL            2026-03-04 19:30:35.192058
    2125  11062623     ♣️    K       3  الثور 🔵        NULL            2026-03-04 19:31:04.846363
    2126  11064060     ♥️    3       0  الراعي 🔴       NULL            2026-03-04 19:31:38.964346
    2127  11065085     ♥️    A       5  الثور 🔵        NULL            2026-03-04 19:32:12.408888
    2128  11066556     ♣️    9       6  الراعي 🔴       NULL            2026-03-04 19:32:42.253796
    2129  11068315     ♦️    6       5  الثور 🔵        NULL            2026-03-04 19:33:14.330968
    2130  12070506     ♥️    K       6  الراعي 🔴       NULL            2026-03-04 19:33:48.453461
    2131  11100047     ♠️    A       7  الراعي 🔴       NULL            2026-03-04 19:43:07.414256
    2132  11101776     ♦️    5       6  الثور 🔵        NULL            2026-03-04 19:43:28.100206
    2133  11103685     ♣️    4       5  الراعي 🔴       NULL            2026-03-04 19:43:57.007070
    2134  11105325     ♠️    K       5  الراعي 🔴       NULL            2026-03-04 19:44:30.529993
    2135  11107218     ♠️    10      8  الثور 🔵        NULL            2026-03-04 19:45:01.167632
    2136  11109340     ♦️    8       0  الثور 🔵        NULL            2026-03-04 19:45:33.677385
    2137  11113583     ♠️    8       3  الراعي 🔴       NULL            2026-03-04 19:46:37.196978
    2138  11115702     ♠️    4       2  الراعي 🔴       NULL            2026-03-04 19:47:09.771366
    2139  11117919     ♣️    7       9  الراعي 🔴       NULL            2026-03-04 19:47:43.348902
    2140  11119975     ♥️    K       5  الثور 🔵        NULL            2026-03-04 19:48:12.696986
    2141  11122552     ♣️    A       2  الثور 🔵        NULL            2026-03-04 19:48:47.502866
    2142  11125192     ♣️    Q       2  الثور 🔵        NULL            2026-03-04 19:49:21.526036
    2143  11127581     ♣️    4       1  الراعي 🔴       NULL            2026-03-04 19:49:50.197334
    2145  11136181     ♦️    8       1  الراعي 🔴       NULL            2026-03-04 19:52:02.480899
    2146  11138040     ♦️    5       0  الثور 🔵        NULL            2026-03-04 19:52:31.036277
    2147  10620493     ♣️    2       3  الثور 🔵        NULL            2026-03-04 20:03:29.531818
    2148  10622704     ♦️    10      4  الراعي 🔴       NULL            2026-03-04 20:03:48.174838
    2149  10625034     ♠️    6       4  الراعي 🔴       NULL            2026-03-04 20:04:19.383051
    2150  10627318     ♦️    4       8  الثور 🔵        NULL            2026-03-04 20:04:51.179552
    2151  10629657     ♥️    6       7  الراعي 🔴       NULL            2026-03-04 20:05:24.196621
    2152  10632296     ♠️    6       6  الثور 🔵        NULL            2026-03-04 20:06:01.050747
    2153  10635212     ♥️    2       2  الثور 🔵        NULL            2026-03-04 20:06:42.056299
    2154  10637353     ♦️    4       3  الثور 🔵        NULL            2026-03-04 20:07:01.035412
    2155  10639476     ♠️    6       6  الثور 🔵        NULL            2026-03-04 20:07:33.854874
    2156  8782325      ♥️    5       5  الثور 🔵        NULL            2026-03-04 21:08:23.371897
    2157  8785560      ♥️    7       0  الثور 🔵        NULL            2026-03-04 21:08:46.888303
    2158  8788825      ♦️    4       5  الثور 🔵        NULL            2026-03-04 21:09:23.301122
    2159  8791521      ♥️    J       1  الراعي 🔴       NULL            2026-03-04 21:09:57.418242
    2160  8835383      ♠️    6       3  الراعي 🔴       NULL            2026-03-04 21:17:42.304814
    2161  8838102      ♦️    Q       2  الراعي 🔴       NULL            2026-03-04 21:18:05.069721
    2162  8840355      ♥️    10      5  الثور 🔵        NULL            2026-03-04 21:18:28.098376
    2163  8843450      ♣️    6       0  الثور 🔵        NULL            2026-03-04 21:18:59.909590
    2164  8845733      ♠️    10      3  الثور 🔵        NULL            2026-03-04 21:19:33.826183
    2165  8848537      ♦️    2       7  الراعي 🔴       NULL            2026-03-04 21:20:06.784013
    2166  8851131      ♣️    2       1  الثور 🔵        NULL            2026-03-04 21:20:36.265301
    2167  8853475      ♠️    K       5  الراعي 🔴       NULL            2026-03-04 21:21:11.462186
    2168  8856029      ♠️    4       9  الثور 🔵        NULL            2026-03-04 21:21:45.188854
    2169  8859390      ♣️    6       0  الراعي 🔴       NULL            2026-03-04 21:22:18.887502
    2170  8865812      ♣️    K       2  الراعي 🔴       NULL            2026-03-04 21:23:17.934671
    2171  8868617      ♣️    10      7  الراعي 🔴       NULL            2026-03-04 21:23:52.927286
    2172  9005842      ♣️    6       2  الراعي 🔴       NULL            2026-03-04 21:48:37.407772
    2173  9008442      ♠️    8       2  الراعي 🔴       NULL            2026-03-04 21:49:12.777286
    2174  8832775      ♥️    8       5  الثور 🔵        NULL            2026-03-04 22:59:27.881735
    2175  8834767      ♠️    J       7  الراعي 🔴       NULL            2026-03-04 23:00:01.519042
    2176  8836606      ♥️    8       6  الثور 🔵        NULL            2026-03-04 23:00:32.948768
    2177  8838845      ♣️    8       5  الثور 🔵        NULL            2026-03-04 23:01:04.627853
    2178  8841130      ♦️    K       0  الثور 🔵        NULL            2026-03-04 23:01:37.748957
    2179  8843051      ♣️    K       1  الراعي 🔴       NULL            2026-03-04 23:02:10.570310
    2180  8845122      ♥️    8       2  الثور 🔵        NULL            2026-03-04 23:02:42.620132
    2181  8846900      ♣️    7       0  الراعي 🔴       NULL            2026-03-04 23:03:14.893189
    2182  8848430      ♥️    7       0  الراعي 🔴       NULL            2026-03-04 23:03:45.485874
    2183  8850435      ♠️    7       5  تعادل ⚪        NULL            2026-03-04 23:04:21.932127
    2184  8852420      ♦️    7       0  الثور 🔵        NULL            2026-03-04 23:04:50.131938
    2185  8916059      ♠️    6       9  الراعي 🔴       NULL            2026-03-04 23:20:35.664984
    2186  8918381      ♥️    7       1  تعادل ⚪        NULL            2026-03-04 23:20:58.725300
    2187  8920847      ♣️    5       7  الثور 🔵        NULL            2026-03-04 23:21:30.448138
    2188  9098230      ♠️    8       0  الراعي 🔴       NULL            2026-03-04 23:51:35.652694
    2189  9101752      ♦️    2       2  الثور 🔵        NULL            2026-03-04 23:52:08.933754
    2190  9104813      ♣️    J       3  الثور 🔵        NULL            2026-03-04 23:52:42.565492
    2191  10060299     ♠️    8       9  الثور 🔵        NULL            2026-03-05 03:22:45.229879
    2192  10061733     ♦️    4       3  الثور 🔵        NULL            2026-03-05 03:23:15.538658
    2194  10064572     ♠️    10      2  الثور 🔵        NULL            2026-03-05 03:24:38.064759
    2195  10065864     ♦️    4       4  الثور 🔵        NULL            2026-03-05 03:24:57.104922
    2196  10066959     ♠️    8       9  الراعي 🔴       NULL            2026-03-05 03:25:24.699760
    2197  10067784     ♦️    3       4  الثور 🔵        NULL            2026-03-05 03:25:56.644275
    2198  10069052     ♠️    J       2  الراعي 🔴       NULL            2026-03-05 03:26:31.077404
    2199  10070265     ♦️    5       5  الثور 🔵        NULL            2026-03-05 03:26:59.614543
    2200  10071452     ♦️    9       2  الراعي 🔴       NULL            2026-03-05 03:27:31.234931
    2201  10072657     ♠️    10      7  الثور 🔵        NULL            2026-03-05 03:28:04.834570
    2202  10074069     ♥️    9       9  الثور 🔵        NULL            2026-03-05 03:28:36.796808
    2203  8786999      ♠️    J       9  الراعي 🔴       NULL            2026-03-05 04:29:26.560569
    2204  8788501      ♥️    7       1  الثور 🔵        NULL            2026-03-05 04:29:44.779250
    2205  8790051      ♣️    5       1  الراعي 🔴       NULL            2026-03-05 04:30:16.501805
    2206  8793707      ♠️    3       7  الراعي 🔴       NULL            2026-03-05 04:31:28.852427
    2207  8795029      ♥️    3       9  الراعي 🔴       NULL            2026-03-05 04:31:55.052931
    2208  8796133      ♦️    A       3  الثور 🔵        NULL            2026-03-05 04:32:26.400003
    2209  8797360      ♦️    9       0  الثور 🔵        NULL            2026-03-05 04:32:57.692697
    2210  8798796      ♦️    7       6  الثور 🔵        NULL            2026-03-05 04:33:29.876876
    2211  8799908      ♣️    9       8  الثور 🔵        NULL            2026-03-05 04:34:01.334987
    2212  8801337      ♠️    A       7  الثور 🔵        NULL            2026-03-05 04:34:34.255780
    2213  8803085      ♦️    A       5  الراعي 🔴       NULL            2026-03-05 04:35:09.293096
    2214  8804814      ♥️    8       4  الراعي 🔴       NULL            2026-03-05 04:35:39.117490
    2215  8830995      ♣️    10      5  الثور 🔵        NULL            2026-03-05 04:44:11.244289
    2216  8832236      ♣️    6       6  الراعي 🔴       NULL            2026-03-05 04:44:45.552629
    2217  8833454      ♦️    10      4  الثور 🔵        NULL            2026-03-05 04:45:27.168517
    2218  8834648      ♠️    10      8  الراعي 🔴       NULL            2026-03-05 04:45:48.036006
    2219  8836132      ♣️    A       2  تعادل ⚪        NULL            2026-03-05 04:46:23.151986
    2220  8837514      ♠️    Q       4  تعادل ⚪        NULL            2026-03-05 04:46:53.655097
    2221  8838772      ♦️    10      2  الراعي 🔴       NULL            2026-03-05 04:47:25.660760
    2222  8839914      ♣️    A       4  الراعي 🔴       NULL            2026-03-05 04:47:55.332729
